code,nom,dci,forme,dosage
6118010024542,KEFOTAX,CEFOTAXIME,PREPARATION INJECTABLE,1 G
6118001110353,SICCAPROTECT,DEXPANTHENOL / ALCOOL POLYVINYLIQUE,COLLYRE,30 / 14 MG / MG
6118000140825,PSYTRAL,SERTRALINE,COMPRIME PELLICULE,50 MG
6118001100453,NORCURON,VECURONIUM,POUDRE POUR SOLUTION INJECTABLE,4 MG
6118001170159,FELDENE FAST,PIROXICAM,COMPRIME SUBLINGUAL,20 MG
6118010024481,HISTAZINE,PROMETHAZINE,SOLUTION INJECTABLE,50 MG
6118000012740,TOFRANIL,IMIPRAMINE,COMPRIME ENROBE,25 MG
6118001030163,ESTRADERM,ESTRADIOL,DISPOSITIF TRANSDERMIQUE,0.75 MG
6118001121021,ENDOXAN 500 MG,CYCLOPHOSPHAMIDE,POUDRE POUR SOLUTION INJECTABLE IV,500 MG
6118001170784,AMLOR PLUS 10MG/10MG,AMLODIPINE / ATORVASTATINE,COMPRIME PELLICULE,10 / 10 MG / MG
6118000080343,PULMOFLUIDE AD,BENZOATE DE SODIUM / TERPINE,SOLUTION BUVABLE,2000 / 250 MG / MG
6118010024306,FLUSKIN,FLUOCINONIDE,GEL,2.7 %
6118001141067,RIMEVAX,VACCIN ANTIROUGEOLEUX,PREPARATION INJECTABLE,nan nan
6118000012351,HOSTACYCLINE,TETRACYCLINE,COMPRIME,500 MG
6118000180883,ERLUS 2.5MG/5ML,DESLORATADINE,SIROP,2.5 MG
6118000010319,COLLU-HEXTRIL,HEXETIDINE,COLLUTOIRE,0.2 G
6118000081104,HYDRALIN,PERBORATE DE SODIUM / BORAX,POUDRE POUR SOLUTION GYNECOLOGIQUE,432 / 882 MG / MG
6118001230211,RESINCALCIO,CALCIUM POLYSTYRENE SULFONATE,POUDRE POUR SUSPENSION BUVABLE,99.75 G/100G
6118001150908,TAU-KIT TEST D HALEINE A L UREE -13C POU,UREE,COMPRIME,100 MG
6118001182626,FORENE (H),ISOFLURANE,SOLUTION POUR INHALATION,100 ML
6118001121045,BLEOMYCINE BELLON,BLEOMYCINE,POUDRE POUR SOLUTION INJECTABLE,15 MG
6118000092285,ALGOFENE 20 MG/ML,IBUPROFENE,SUSPENSION BUVABLE,100 MG
6118000013150,SIMVASTATINE WIN 40 MG,SIMVASTATINE,COMPRIME PELLICULE SECABLE,40 MG
6118001100262,HEPARINE SODIQUE LEURQUIN,HEPARINE SODIQUE,SOLUTION INJECTABLE,25000 UI
6118010126093,NEOCLAV 100 MG/12.5 MG/ ML NOURRISSON,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,100 / 12.5 MG / MG
6118001040285,ICIN 0.3 %,CIPROFLOXACINE,COLLYRE,0.3 %
6118000230274,ROMAC,ROXITHROMYCINE,COMPRIME SECABLE,300 MG
6118010024351,GASTROP,CIMETIDINE,COMPRIME,200 MG
6118000030829,PARGINE,ASPARTATE D'ARGININE,SOLUTION BUVABLE,5 G
6118000242130,GLYCEMAT 30 MG LM,GLICLAZIDE,COMPRIME LM,30 MG
6118001120086,FLUOCARIL BF 2000,FLUORURE DE SODIUM,GEL DENTIFRICE,2 G
6118001130016,PROTOS,RANELATE DE STRONTIUM,GRANULE POUR SUSPENSION BUVABLE,2 G
6118001071050,STRATTERA 10 MG,ATOMOXETINE,GELULE,10 MG
6118000270089,ACETATE EM 138,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118000011095,MUCOLATOR,ACETYLCYSTEINE,GRANULE POUR SUSPENSION BUVABLE,200 MG
6118001181742,MINULET,GESTODENE / ETHINYLESTRADIOL,COMPRIME ENROBE,0.075 / 0.03 MG / MG
6118010024696,MORUPAR,VACCIN R.O.R,PREPARATION INJECTABLE,nan nan
6118001110414,ZIACAINE 2 % SPECIALE,LIDOCAINE,SOLUTION INJECTABLE POUR USAGE DENTAIRE,36 MG
6118001050253,NARCOZEP,FLUNITRAZEPAM,SOLUTION A DILUER POUR SOLUTION INJECTABLE,1 MG
6118010025143,RABIPUR,VACCIN ANTIRABIQUE,PREPARATION INJECTABLE,nan nan
6118000010968,LUTENYL,NOMEGESTROL,COMPRIME SECABLE,5 MG
6118000080961,SEPTEAL,CHLORHEXIDINE,SOLUTION POUR APPLICATION LOCALE,500 MG
6118000260042,BICARBONATE SLF244,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118000010838,IKARAN LP,DIHYDROERGOTAMINE,COMPRIME LP,5 MG
6118001090259,NIMOTOP,NIMODIPINE,SOLUTION POUR PERFUSION,10 MG
6118000280095,INTRALGIS SUSPENSION PEDIATRIQUE,IBUPROFENE,SUSPENSION BUVABLE,2 %
6118000020059,PROZAC,FLUOXETINE,GELULE,20 MG
6118000070382,DOXICAN,TENOXICAM,GELULE,20 MG
6118010118197,BIPROL POLYMEDIC,BISOPROLOL,COMPRIME PELLICULE SECABLE,10 MG
6118010116650,IPOSEC,LANSOPRAZOLE,GELULE GASTRO-RESISTANTE,30 MG
6118000020684,DIGESTINE,METOCLOPRAMIDE,GELULE,16 MG
6118001071432,ALIMTA,PEMETREXED,POUDRE POUR SOLUTION POUR PERFUSION,100 MG
6118001182602,TRIELLA,NORETHISTERONE / ETHINYLESTRADIOL,COMPRIME,0.5 / 35 MG / µG
6118000250449,VIBRA 200,DOXYCYCLINE,COMPRIME,200 MG
6118000040965,DOLI PEDIATRIQUE,PARACETAMOL,SOLUTION BUVABLE,3 %
6118001050161,KONAKION MM PAEDIATRIC,PHYTOMENADIONE,SOLUTION BUVABLE ET INJECTABLE,2 MG
6118001200597,"INNOHEP 2500 UI ANTI-XA/0,25 ML",TINZAPARINE,SOLUTION INJECTABLE,2500 UI
6118001182435,UTEPLEX,ACIDE URIDIQUE / 5-TRIPHOSPHORIQUE,SOLUTION BUVABLE,2 / 2 MG / MG
6118000081333,GLUCOPHAGE 1000,METFORMINE,COMPRIME PELLICULE,1000 MG
6118010024115,DOLOSTOP,PARACETAMOL,COMPRIME,500 MG
6118000012092,VERMOX,MEBENDAZOLE,COMPRIME,100 MG
6118000260035,BICARBONATE SLF92,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118000021087,INSULET RAPIDE,INSULINE HUMAINE,SOLUTION INJECTABLE,100 UI
6118010000393,FACTEUR VIII DE COAGULATION HUMAIN-CNTS 100 UI/ML,FACTEUR VIII,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,500 UI
6118000060352,EXTENCILLINE,BENZATHINE BENZYLPENICILLINE,POUDRE POUR SUSPENSION INJECTABLE,1.2 MUI
6118000040903,DOLIRHUME,PARACETAMOL / PSEUDOEPHEDRINE,COMPRIME,500 / 300 MG / MG
6118001081172,INIPOMP,PANTOPRAZOLE,COMPRIME ENROBE GASTRO-RESISTANT,40 MG
6118000010951,LOCAPRED,DESONIDE,CREME,0.1 %
6118000230137,INALAP 20 MG,ENALAPRIL,COMPRIME,20 MG
6118010125911,MEXINE 500 MG,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118010125928,MEXINE 750 MG,CIPROFLOXACINE,COMPRIME PELLICULE,750 MG
6118010116162,PREVENAR,POLYOSIDES PNEUMOCOCCIQUES,SUSPENSION INJECTABLE,nan nan
6118010020285,OLICLINOMEL N6-900E,ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES,SOLUTION ET EMULSION POUR PERFUSION,nan NA / NA
6118010116315,DORMICUM,MIDAZOLAM,SOLUTION INJECTABLE,5 MG/5ML
6118000092308,MEGASFON 80 MG,PHLOROGLUCINOL,COMPRIME ORODISPERSIBLE,80 MG
6118000092261,PIMLO 5MG,AMLODIPINE,COMPRIME,5 MG
6118000100232,BIPRETERAX,INDAPAMIDE / PERINDOPRIL,COMPRIME,1.25 / 4 MG / MG
6118000190608,MUCOCIL AD,CARBOCYSTEINE,SOLUTION BUVABLE,5 %
6118000180562,TROPHIRES COMPOSE ADULTES,HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL,SUPPOSITOIRE,110 / 450 MG / MG
6118001040582,SIFROL 0.52 MG,PRAMIPEXOLE,COMPRIME LP,0.52 MG
6118001050734,MIRCERA 75 µG/0.3 ML,EPOETINE BETA,SOLUTION INJECTABLE,75 µG
6118001150892,IMATEC,IMATINIB,GELULE,100 MG
6118001141982,ARIXTRA 7.5 MG/0.6 ML,FONDAPARINUX SODIQUE,SOLUTION INJECTABLE,7.5 MG
6118010118708,VENULA 200MG,HYDROSMINE,GELULE,200 MG
6118001270361,LEVOFLOXACINE GT,LEVOFLOXACINE,COMPRIME PELLICULE,500 MG
6118000190394,DOLAMINE,PARACETAMOL / CAFEINE,COMPRIME SECABLE,400 / 25 MG / MG
6118000050032,CARBOXYL,CARBOCYSTEINE,SIROP,2 %
6118000260202,ACETATE SLF 86,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118001101764,OEDES 40MG,OMEPRAZOLE,LYOPHILISAT POUR SOLUTION INJECTABLE,40 MG
6118000030188,CO-TRIM,SULFAMETHOXAZOLE / TRIMETHOPRIME,SUSPENSION BUVABLE,200 / 40 MG / MG
6118001183869,ESTRAPATCH 40 µG/24 HEURES,ESTRADIOL,DISPOSITIF TRANSDERMIQUE,1.25 MG
6118010120398,STALEVO 100/25/200 MG,ENTACAPONE / LEVODOPA / CARBIDOPA,COMPRIME PELLICULE,200 / 100 / 27.50 MG / MG / MG
6118000010210,AVD VIT B1 C DEROL ADULTE,ACIDE ACETYLSALICYLIQUE / THIAMINE (VITAMINE B1),COMPRIME,400 / 2 MG / MG
6118000091929,VOMISTOP 20 MG,METOCLOPRAMIDE,SUPPOSITOIRE,20 MG
6118000130222,ORUVAIL,KETOPROFENE,GELULE LP,200 MG
6118000091592,SKINOSONE,BETAMETHASONE,POMMADE,0.05 %
6118010000416,FUCITHALMIC,ACIDE FUSIDIQUE,GEL OPHTALMIQUE,1 %
6118010125386,TIAFLAM 100MG,ACIDE TIAPROFENIQUE,COMPRIME,100 MG
6118010115394,EXFORGE 5 MG /160 MG,AMLODIPINE / VALSARTAN,COMPRIME PELLICULE,5 / 160 MG / MG
6118010118555,ESAC 40MG,ESOMEPRAZOLE,GELULE,40 MG
6118001020157,CEFTRIAXONE MYLAN IM 500 MG/2 ML,CEFTRIAXONE,POUDRE POUR SOLUTION INJECTABLE,500 MG
6118001150984,MEDIZAPIN,OLANZAPINE,COMPRIME PELLICULE,10 MG
6118000040880,BISOLVOMYCINE,TETRACYCLINE / BROMHEXINE,COMPRIME DRAGEIFIE,250 / 4 MG / MG
6118000090526,NURAVIT,CYPROHEPTADINE / THIAMINE (VITAMINE B1),SIROP,0.08 / 0.012 G / G
6118000033134,PRASTENOR 20MG,PRAVASTATINE,COMPRIME SECABLE,20 MG
6118000180111,CATALGINE ADULTE,ACIDE ACETYLSALICYLIQUE,POUDRE POUR SOLUTION BUVABLE,1 G
6118001160341,INEGY 10MG/40MG,SIMVASTATINE / EZETIMIBE,COMPRIME,40 / 10 MG / MG
6118010118364,SODRIX LP 1.5MG,INDAPAMIDE,COMPRIME PELLICULE LP,1.5 MG
6118000190295,COLOPATHIL,ATTAPULGITE DE MORMOIRON ACTIVEE,POUDRE POUR SUSPENSION BUVABLE,1.5 G
6118001100897,CARDENSIEL 10 MG,BISOPROLOL,COMPRIME PELLICULE SECABLE,10 MG
6118010118050,NITROGLICERINE PH&T 25MG/5ML,TRINITRINE,SOLUTION INJECTABLE POUR PERFUSION,5 MG/ML
6118010125768,MAZAX 300 MG,AZITHROMYCINE,POUDRE POUR SUSPENSION BUVABLE,300 MG
6118000060703,DI-ANTALVIC,PARACETAMOL / DEXTROPROPOXYPHENE,GELULE,400 / 30 MG / MG
6118000240853,TRICHOGIN,TINIDAZOLE,COMPRIME,500 MG
6118000061304,MAXIPENE,IBUPROFENE,SUSPENSION BUVABLE,2 %
6118000190844,REGULAX,TEGUMENTS DISPAGHULL,POUDRE POUR SUSPENSION BUVABLE,3.5 G
6118000180265,ALPHA KADOL POMMADE,COMPLEXE CHYMOTRYPSINE / PHENYLBUTAZONE,POMMADE,2500000 / 5 U.A.T.EE / G
6118000032083,VITA C 1000 SANS SUCRE,ACIDE ASCORBIQUE (VITAMINE C),COMPRIME EFFERVESCENT,1 G
6118010000591,ATROVENT,IPRATROPIUM,SOLUTION POUR INHALATION PAR NEBULISEUR,0.25 MG/2ML
6118001230440,GLUCONATE DE CALCIUM 10 % PROAMP,CALCIUM,SOLUTION INJECTABLE,10 %
6118010119996,TYSABRI 300MG,NATALIZUMAB,SOLUTION A DILUER POUR PERFUSION,20 MG
6118001020560,BRICANYL TURBUHALER,TERBUTALINE,POUDRE POUR INHALATION,500 µG
6118000021070,INSULET MIX 30,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118000021407,CALCIFIX VIT D3,CALCIUM / COLECALCIFEROL (VITAMINE D3),COMPRIME A CROQUER,500 / 400 MG / UI
6118010033612,UTROGESTAN,PROGESTERONE,CAPSULE MOLLE ORALE OU VAGINALE,100 MG
6118001141951,ARIXTRA 5 MG/0.4 ML,FONDAPARINUX SODIQUE,SOLUTION INJECTABLE,5 MG
6118000170327,JOSACINE ENFANT,JOSAMYCINE,GRANULE POUR SUSPENSION BUVABLE,250 MG
6118000230328,IBEFLOX,OFLOXACINE,COMPRIME,200 MG
6118001110605,SCANDICAINE 2 % SPECIALE,MEPIVACAINE,SOLUTION INJECTABLE POUR USAGE DENTAIRE,36 MG
6118001151257,VIRAFERONPEG 150 µG,INTERFERON ALFA-2B PEGYLE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,150 µG
6118010121647,PAXIL CR 25 MG,PAROXETINE,COMPRIME PELLICULE,25 MG
6118000160908,TUSSIFED,TRIPROLIDINE / DEXTROMETHORPHANE,COMPRIME SECABLE,2.5 / 30 MG / MG
6118000060321,BIPEN 1 M,BENZYLPENICILLINE PROCAINE,POUDRE POUR PREPARATION INJECTABLE,1 MUI
6118001070213,DIFFERINE,ADAPALENE,GEL,0.1 %
6118001030811,VOLTARENE 0.1%,DICLOFENAC,COLLYRE,1 MG
6118010116414,TERIX,TERBINAFINE,COMPRIME,250 MG
6118010032837,GONAL-F 450 UI,FOLLITROPINE ALFA,POUDRE POUR SOLUTION INJECTABLE,450 UI
6118000240556,"NORDAZ 7,5 MG",NORDAZEPAM,COMPRIME SECABLE,7.5 MG
6118000010166,ARTHROL LINIMENT,SALISYLATE DE PHENYLPROPYL / METHOXYSALICYLATE DETHYLE,SOLUTION POUR APPLICATION LOCALE,10 / 2 G / G
6118001080274,AVAXIM,VACCIN ANTI-HEPATITE A,SUSPENSION INJECTABLE,160 UI
6118001141005,REQUIP 5 MG,ROPINIROLE,COMPRIME PELLICULE,5 MG
6118000170495,YOMESANE 500 MG,NICLOSAMIDE,COMPRIME A CROQUER,500 MG
6118001020737,XYLOCAINE 5% NEBULISEUR,LIDOCAINE,SOLUTION POUR INHALATION,5 %
6118010118623,METFORMINE WIN 1000 MG,METFORMINE,COMPRIME PELLICULE SECABLE,1000 MG
6118001121298,NOVOMIX 30 FLEXPEN,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118001100774,FORTAIR,FORMOTEROL,POUDRE POUR INHALATION,12 µG
6118010035685,KALEST,OMEPRAZOLE,GELULE,20 MG
6118001090556,KOGENATE 1000 UI,OCTOCOG ALPHA (FVIII RECOMBINANT),POUDRE POUR SOLUTION INJECTABLE,1000 UI
6118001070411,MINIRIN SPRAY,DESMOPRESSINE,SOLUTION ENDONASALE,10 µG
6118001142606,KEPPRA 500 MG,LEVETIRACETAM,COMPRIME PELLICULE,500 MG
6118000090939,TRIACEPHINE PHARMA5 I.M,CEFTRIAXONE,POUDRE POUR SOLUTION INJECTABLE,1 G
6118001142569,VOTRIENT 200 MG,PAZOPANIB,COMPRIME PELLICULE,200 MG
6118000260165,ACIDE GLUCOSE SLF264,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118001010011,D-BLASTIN,DAUNORUBICINE,POUDRE POUR PERFUSION,20 MG
6118000040132,BRONCHATHIOL ADULTE,CARBOCYSTEINE,SOLUTION BUVABLE,5 %
6118001070350,KEPPRA,LEVETIRACETAM,COMPRIME PELLICULE SECABLE,500 MG
6118000060970,DENORAL ADULTE,BUZEPIDE / CLOCINIZINE,SIROP,9 / 33.75 MG / MG
6118001182572,ZORAC,TAZAROTENE,GEL,0.1 %
6118000012337,DIAMOX,ACETAZOLAMIDE,COMPRIME SECABLE,250 MG
6118000180388,HEXOMEDINE TRANSCUTANEE,HEXAMIDINE,SOLUTION POUR APPLICATION LOCALE,nan nan
6118001080113,ROUVAX,VACCIN ANTIROUGEOLEUX,LYOPHILISAT POUR SUSPENSION INJECTABLE,nan nan
6118001070725,MENOPUR,MENOTROPINE,POUDRE POUR SOLUTION INJECTABLE,75 UI
6118001150021,LIOTON,HEPARINE SODIQUE,GEL,1000 UI
6118001300303,CILENTRA 10 MG,ESCITALOPRAM,COMPRIME PELLICULE SECABLE,10 MG
6118001110483,SEPTANEST ADRENLINEE,ARTICAINE,SOLUTION INJECTABLE POUR USAGE DENTAIRE,72 MG
6118000081111,ANXIOL,BROMAZEPAM,COMPRIME,6 MG
6118010000744,ETOPOSIDE,ETOPOSIDE,SOLUTION A DILUER POUR PERFUSION,100 MG
6118001271207,FOSTIMON 75 UI/ML,UROFOLLITROPINE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,75 UI
6118000050353,NOFLOXINE,NORFLOXACINE,COMPRIME ENROBE,400 MG
6118010024108,DIF-TET-ALL VACCIN,VACCIN D.T,PREPARATION INJECTABLE,nan nan
6118000190592,MUCOCIL ENF,CARBOCYSTEINE,SOLUTION BUVABLE,2 %
6118010029776,SURMONTIL,TRIMIPRAMINE,SOLUTION POUR GOUTTES BUVABLES,4 %
6118000150312,MODOPAR,LEVODOPA / BENSERAZIDE,GELULE,200 / 50 MG / MG
6118010020254,OFTALAR,PRANOPROFENE,COLLYRE,0.1 %
6118000140610,ROCMALINE,ARGININE / ACIDE MALIQUE,SOLUTION BUVABLE,400 / 1.5 MG / MG
6118010000423,TIAGAM,ACIDE TIAPROFENIQUE,COMPRIME SECABLE,100 MG
6118000021735,MORPHINE,MORPHINE,SOLUTION INJECTABLE,10 MG
6118001110285,ALLERGO-COMOD,CROMOGLYCATE DE SODIUM,COLLYRE,20 MG
6118001170401,CAVERJECT,ALPROSTADIL,POUDRE POUR SOLUTION INJECTABLE,10 µG
6118000030492,DIUREX,XIPAMIDE,COMPRIME SECABLE,20 MG
6118010125751,MAZAX 200 MG,AZITHROMYCINE,POUDRE POUR SUSPENSION BUVABLE,200 MG
6118010032875,"LACRIFLUIDE 0,13 POUR CENT",CARBOMERE 980,COLLYRE,0.13 %
6118000032243,BICARBONATE DE SODIUM LAPROPHAN,BICARBONATE DE SODIUM,SOLUTION POUR PERFUSION,1.4 %
6118010116032,MAXAIR,PIRBUTEROL,SUSPENSION POUR INHALATION,200 µG
6118001181650,LIPIODOL,ESTERS ETHYLIQUES D'ACIDES GRAS IODES DE L'HUILE D'OEILLETTE,SOLUTION INJECTABLE,400 MG
6118000180050,BRONCHOCIST ENFANTS,CARBOCYSTEINE,SOLUTION BUVABLE,2 %
6118000160311,BETNEVAL,BETAMETHASONE,POMMADE,0.1 G
6118001150861,TARMED,COAL TAR,SHAMPOOING,4 %
6118010119187,BETAFERON 250 µG/ML,INTERFERON BETA-1B RECOMBINANT,POUDRE POUR SOLUTION INJECTABLE,250 µG/ML
6118001080175,VACCIN RABIQUE HDCV,VACCIN ANTIRABIQUE,POUDRE POUR SUSPENSION INJECTABLE,nan nan
6118000180395,HEXOMEDINE,HEXAMIDINE,SOLUTION POUR APPLICATION LOCALE,nan nan
6118000020592,HELICOCIN,AMOXICILLINE / METRONIDAZOLE,COMPRIME PELLICULE,750 / 500 MG / MG
6118001230365,FLUMAX 8000 UI ANTI-XA/0.8ML,ENOXAPARINE,SOLUTION INJECTABLE,8000 UI ANTI-XA
6118001070800,TETRALYSAL 300MG,LYMECYCLINE,GELULE,300 MG
6118001160143,FOSAMAX,ALENDRONATE,COMPRIME,70 MG
6118000020400,LACRYPOS,CHRONDROITINE,COLLYRE,3 %
6118001270965,OXONE 500 MG/5ML IM,CEFTRIAXONE,POUDRE POUR PREPARATION INJECTABLE,500 MG
6118001150885,OKA-PACLITAXEL,PACLITAXEL,SOLUTION A DILUER POUR PERFUSION,100 MG
6118000240884,ULCEMAT,CIMETIDINE,COMPRIME,400 MG
6118010118500,ESAC 20 MG,ESOMEPRAZOLE,GELULE,20 MG
6118010025549,THIOPENTAL,THIOPENTAL,POUDRE POUR SOLUTION INJECTABLE,1 G
6118001100446,MERCILON,DESOGESTREL / ETHINYLESTRADIOL,COMPRIME,0.15 / 0.02 MG / MG
6118001230075,NORADRENALINE AGUETTANT 8MG/4ML,NORADRENALINE,SOLUTION A DILUER POUR PERFUSION,8 MG
6118001120178,TRISEQUENS,ESTRADIOL / NORETHISTERONE,COMPRIME PELLICULE,2 / 1 MG / MG
6118000180906,NURODOL 400 MG,IBUPROFENE,COMPRIME PELLICULE,400 MG
6118000280071,HUMEX EXPECTORANT ADULTES,CARBOCYSTEINE,SIROP,5 %
6118010019029,OLIGO-ELEMENTS,MULTIPLE,SOLUTION POUR PERFUSION,nan nan
6118001200191,PLASMION,GELATINE FLUIDE MODIFIEE,SOLUTION POUR PERFUSION,nan nan
6118001270989,OXONE 1G/10ML IV,CEFTRIAXONE,POUDRE POUR PREPARATION INJECTABLE,1 G
6118000030645,CALMIXENE,PIMETIXENE,SIROP,18.182 MG
6118000031697,NEOFORTAN,PHLOROGLUCINOL,COMPRIME EFFERVESCENT,160 MG
6118000180579,TROPHIRES COMPOSE NOURRISSONS,HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL,SUPPOSITOIRE,44 / 150 MG / MG
6118000230458,TRAMADOL NORMON 50 MG,TRAMADOL,GELULE,50 MG
6118010023484,AMUCHIN5% (AMUGYN),CHLOROXYDANT / ELECTROLYTIQUE,SOLUTION POUR APPLICATION LOCALE,0.055 / 0.9 G / G
6118001160136,FORTZAAR,LOSARTAN / HYDROCHLOROTHIAZIDE,COMPRIME PELLICULE,100 / 25 MG / MG
6118001150779,OKA-TAMOX,TAMOXIFENE,COMPRIME,10 MG
6118000030478,VITATLON 500,ACIDE ASCORBIQUE (VITAMINE C) / ASCORBATE DE SODIUM,COMPRIME A CROQUER,250 / 281.3 MG / MG
6118010116896,RINOCLENIL 100 MCG,BECLOMETASONE,SUSPENSION NASALE,100 µG
6118010025136,QUINOLOX MONOPRISE,OFLOXACINE,COMPRIME PELLICULE,200 MG
6118010125515,PIMLO 10 MG,AMLODIPINE,COMPRIME,10 MG
6118001182695,ETOPOPHOS,ETOPOSIDE,POUDRE POUR PERFUSION,100 MG
6118000180241,VERMOGAL,BROMURE DE BENZODODECINIUM / BUTOXYDE DE PIPERONYLE,GEL,0.1 / 2.5 % / %
6118000100072,DIAMICRON LM,GLICLAZIDE,COMPRIME LM,30 MG
6118000040859,TRIMAREL,TRIMETAZIDINE,SOLUTION BUVABLE,20 MG
6118000081234,TRIAXON 500 MG I.M.,CEFTRIAXONE,POUDRE POUR SOLUTION INJECTABLE,500 MG
6118000030591,ACTIVAROL C 500,HEMATOPORPHYRINE / ACIDE ASCORBIQUE (VITAMINE C),SOLUTION BUVABLE,nan NA / NA
6118000310167,NAPROXENE PHARMA FORT,NAPROXENE,CAPSULE,550 MG
6118010032691,EURONAC 5 POUR CENT,N-ACETYLCYSTEINE,COLLYRE,5 %
6118001040100,DIDRONEL,ETIDRONATE,COMPRIME,400 MG
6118001271078,DEFLAZACORTE GT 30 MG,DEFLAZACORT,COMPRIME SECABLE,30 MG
6118001300167,ZANOCIN OD 400 MG,OFLOXACINE,COMPRIME PELLICULE LP,400 MG
6118001183777,RISPERDAL ORO 0.5MG,RISPERIDONE,COMPRIME ORODISPERSIBLE,0.5 MG
6118001100620,TARDYFERON B9,ACIDE FOLIQUE / FER,COMPRIME ENROBE,0.35 / 50 MG / MG
6118000020271,SOPHTAL,ACIDE SALICYLIQUE / GLUCONATE DE CHLORHEXIDINE,COLLYRE,100 / 5 MG / MG
6118010025495,OLOXINE,OFLOXACINE,COMPRIME PELLICULE,200 MG
6118000020387,MEDIBRONC ENFANT,CARBOCYSTEINE,SOLUTION BUVABLE,2 %
6118010120350,TARCEVA 150 MG,ERLOTINIB,COMPRIME PELLICULE,150 MG
6118000280033,AKINDEX SIROP ENFANT,DEXTROMETHORPHANE,SIROP,0.1 G
6118000241232,GYNO-DERMOFIX,SERTACONAZOLE,CAPSULE VAGINALE,300 MG
6118000021513,IONAX T,COAL TAR / ACIDE SALICYLIQUE,SOLUTION POUR APPLICATION LOCALE,4 / 2 % / G
6118001200399,DOXORUBICINE EBEWE,DOXORUBICINE,SOLUTION POUR PERFUSION,10 MG
6118000011729,TRANSILANE,HEMICELLULOSE DE PSYLLIUM,POUDRE POUR SUSPENSION BUVABLE,2.816 G
6118001140978,REQUIP 0.5 MG,ROPINIROLE,COMPRIME PELLICULE,0.5 MG
6118010120688,ACTONEL PLUS CALCIUM D,ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3),COMPRIME PELLICULE ET GRANULE EFFERVESCENT,32.5 / 1 / 880 MG / G / UI
6118000061533,TILDIEM,DILTIAZEM,COMPRIME,60 MG
6118000080923,DRILL EXPECT. S. S.,CARBOCYSTEINE,SOLUTION BUVABLE,750 MG
6118001181124,FENTANYL JANSSEN 500 µG/10ML,FENTANYL,SOLUTION INJECTABLE,500 µG
6118001000043,INFERON,INTERFERON ALFA-2A,SOLUTION INJECTABLE,4.5 MUI
6118001010035,D-RUBICIN-50,DOXORUBICINE,POUDRE POUR PERFUSION,50 MG
6118000240495,MINALFENE,ALMINOPROFENE,COMPRIME ENROBE,300 MG
6118000190783,PERVITAL,CYPROHEPTADINE / VITAMINES,SIROP,4 MG / NA
6118001071661,DONZEP 5 MG,DONEPEZIL,COMPRIME PELLICULE,5 MG
6118000010104,ADEPAL,LEVONORGESTREL / ETHINYLESTRADIOL,COMPRIME ENROBE,0.15 / 0.04 MG / MG
6118000010302,CLEREGIL ENF,ACEGLUMATE DE DEANOL,SOLUTION BUVABLE,0.5 G
6118001170777,AMLOR PLUS 5MG/10MG,AMLODIPINE / ATORVASTATINE,COMPRIME PELLICULE,5 / 10 MG / MG
6118000020912,UMULINE RAPIDE,INSULINE HUMAINE,SOLUTION INJECTABLE,100 UI
6118010117947,KETALGIC LP 100 MG,KETOPROFENE,GELULE LP,100 MG
6118000011248,PERIDYS,DOMPERIDONE,COMPRIME PELLICULE,10 MG
6118001071524,HUMALOG KWIK PEN MIX 25,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118000032250,CEKACORT,PREDNISONE / ACIDE ASCORBIQUE (VITAMINE C) / CHLORURE DE POTASSIUM,COMPRIME ENROBE GASTRO-RESISTANT,5 / 125 / 125 MG / MG / MG
6118000010159,APURONE,FLUMEQUINE,COMPRIME,400 MG
6118001150472,OKA-VINCRISTINE,VINCRISTINE,SOLUTION INJECTABLE,1 MG
6118000080718,CONTRACIDE,ALUMINIUM HYDROXYDE / DIMETICONE,SUSPENSION BUVABLE,4 / 2 G / G
6118010024726,MYCOPHARM,NYSTATINE,COMPRIME DRAGEIFIE,500000 UI
6118001183180,SUFENTA 10µG /2ML,SUFENTANIL,SOLUTION INJECTABLE,10 µG
6118010026966,CLOMID,CLOMIFENE,COMPRIME SECABLE,50 MG
